sample_name,control_ED,case_ED,FrEIA_score
EE87786,0.004069498284822324,0.0021297919912565714,1.9107491724679326
EE87787,0.004308806677820036,0.0026016360746161506,1.656191163652958
EE87788,0.005381437055200192,0.003584102399504401,1.5014741364377093
EE87789,0.005701402425793016,0.0018651742334993013,3.0567666673672993
EE87790,0.0054164116724254325,0.002447818845571248,2.212750213205178
EE87791,0.007958440031933212,0.0022808637981888424,3.4892219510225653
EE87792,0.03675381419173588,0.019143796066189992,1.9198812014429611
EE87793,0.012366681007596372,0.0027942591680342084,4.425745882511129
EE87794,0.007957393965568334,0.0029002660546246332,2.7436772405344785
EE87795,0.0055564540016035556,0.003535234158358052,1.5717357755403292
EE87796,0.013117323896793877,0.0023848277781496315,5.5003233428333775
EE87797,0.007445159604719652,0.0025785465872276486,2.8873473303130788
EE87798,0.009917598782954345,0.005110559071258259,1.9406093628250651
EE87799,0.015518925128159262,0.008967649945604946,1.7305453739042416
EE87800,0.010504829151771027,0.003122273724478351,3.3644805288575728
EE87801,0.014643997342380656,0.008085349826595624,1.8111767154726293
EE87802,0.003061017569679306,0.0031623674112998003,0.9679512755986702
EE87803,0.006814528981844915,0.003045672237109459,2.23744659678559
EE87804,0.01219986824142886,0.0027220141270998238,4.481926864364675
EE87805,0.005328392351243513,0.00437948784024082,1.2166702010869184
EE87806,0.014732861195556552,0.008600789612031836,1.712966118244123
EE87807,0.002771748301352553,0.003804104877700801,0.7286203694330836
EE87809,0.006340353802601227,0.0014263933587785403,4.445024763737435
EE87810,0.01000434995881637,0.0047107595832278325,2.123723315117972
EE87811.sortByCoord,0.007403980811440538,0.003430217416630339,2.1584581710607167
EE87812.sortByCoord,0.005989127277435519,0.00619398963189844,0.9669256219920196
EE87813.sortByCoord,0.005327770232342639,0.006132475813064647,0.8687796568218564
EE87814.sortByCoord,0.003967114691755456,0.004935940011580135,0.8037201996880569
EE87815.sortByCoord,0.001850937419442399,0.0032398307992793514,0.5713068163479742
EE87816.sortByCoord,0.005102185886560977,0.002069651776770693,2.465238811585005
EE87817.sortByCoord,0.0030415017577361233,0.0020801138357325697,1.462180437189859
EE87818.sortByCoord,0.00429628172001683,0.0018933372716706488,2.269158160197134
EE87819.sortByCoord,0.01569183455745751,0.013170572843186037,1.1914314391857208
EE87820.sortByCoord,0.00621404124527606,0.003905654008746041,1.5910373093368695
EE87821.sortByCoord,0.010774479120952397,0.004407879460349929,2.444367913839695
EE87822.sortByCoord,0.004297605665134493,0.0016560201437831657,2.5951409354940846
EE87823.sortByCoord,0.008096136868384425,0.0037122418964525066,2.180929232042033
EE87824.sortByCoord,0.0049012552676197495,0.004859446337801037,1.008603640602734
EE87825.sortByCoord,0.005076218113584183,0.003841881350618655,1.3212844568369515
EE87826.sortByCoord,0.005710448223488912,0.00391713904134954,1.457810959276426
EE87827.sortByCoord,0.006309197731711723,0.0055611917594550935,1.134504617824925
EE87828.sortByCoord,0.006525879051858625,0.0038338595282330595,1.702169577106613
EE87829.sortByCoord,0.002572108267711425,0.0019194997440417309,1.339988856833891
EE87830.sortByCoord,0.0014882135290267935,0.0029304551526190877,0.5078438165814296
EE87831.sortByCoord,0.0023393799972758695,0.004795048555230954,0.48787409977816026
EE87832.sortByCoord,0.006527755329825635,0.0033416550038459845,1.953449809245029
EE87833.sortByCoord,0.012353527402892162,0.003970266467768962,3.111510903154584
EE87834.sortByCoord,0.0037920219746151525,0.0026153241906946983,1.449924253408864
EE87835.sortByCoord,0.022991352023991423,0.010492010506563672,2.1913199581346507
EE87836.sortByCoord,0.025593826102728666,0.008629283206621242,2.965927237512676
EE87837.sortByCoord,0.017708108981077202,0.011332415973259909,1.562606687123156
EE87838.sortByCoord,0.006253331356695336,0.002597682640051803,2.4072730287679147
EE87839.sortByCoord,0.00538451252665845,0.004997606683960892,1.077418225795815
EE87840.sortByCoord,0.004163663485309309,0.0018193703623930976,2.288518913671134
EE87841.sortByCoord,0.0043869980109090745,0.0028395116931796737,1.5449832523832758
EE87842.sortByCoord,0.0042076131253498085,0.001760479105026005,2.390038662394494
EE87843.sortByCoord,0.0016941295982639013,0.003974060350644475,0.4262968975770998
EE87844.sortByCoord,0.004707757578671111,0.0031480041927473344,1.4954737320608662
EE87845.sortByCoord,0.002677539225891237,0.001804846234019197,1.4835276132796353
EE87846.sortByCoord,0.006255381534481058,0.003193692970823505,1.9586671579353747
